Date,Open,High,Low,Close,Volume
2024-05-03 11:25:00,48967.95,48990.85,48937.65,48952.8,0
2024-05-03 11:30:00,48948.7,48956.65,48864.65,48879.0,0
2024-05-03 11:35:00,48880.45,48889.85,48816.8,48871.7,0
2024-05-03 11:40:00,48870.25,48945.0,48858.8,48899.85,0
2024-05-03 11:45:00,48898.85,48902.9,48845.85,48852.2,0
2024-05-03 11:50:00,48851.4,48896.05,48830.9,48892.95,0
2024-05-03 11:55:00,48888.45,48930.65,48872.8,48924.75,0
2024-05-03 12:00:00,48921.7,48974.05,48890.45,48946.65,0
2024-05-03 12:05:00,48947.45,48962.1,48903.3,48907.2,0
2024-05-03 12:10:00,48907.2,48931.7,48877.0,48914.45,0
2024-05-03 12:15:00,48913.3,48958.8,48899.3,48939.35,0
2024-05-03 12:20:00,48938.3,48962.95,48924.1,48945.65,0
2024-05-03 12:25:00,48947.15,48968.05,48913.7,48919.35,0
2024-05-03 12:30:00,48920.6,48947.2,48903.15,48942.15,0
2024-05-03 12:35:00,48943.4,48996.1,48933.75,48981.45,0
2024-05-03 12:40:00,48982.55,49130.75,48977.8,49119.9,0
2024-05-03 12:45:00,49118.15,49120.25,49008.2,49032.35,0
2024-05-03 12:50:00,49030.9,49030.9,48828.4,48831.85,0
2024-05-03 12:55:00,48830.4,48840.25,48757.3,48792.15,0
2024-05-03 13:00:00,48787.25,48787.25,48715.95,48736.85,0
2024-05-03 13:05:00,48727.15,48782.45,48727.15,48768.7,0
2024-05-03 13:10:00,48767.1,48783.45,48735.8,48747.95,0
2024-05-03 13:15:00,48740.3,48780.15,48723.2,48772.8,0
2024-05-03 13:20:00,48764.1,48782.7,48748.95,48762.6,0
2024-05-03 13:25:00,48762.6,48874.55,48747.85,48825.75,0
2024-05-03 13:30:00,48833.7,48858.85,48783.4,48788.8,0
2024-05-03 13:35:00,48790.65,48814.4,48659.7,48690.3,0
2024-05-03 13:40:00,48680.7,48748.0,48680.7,48732.0,0
2024-05-03 13:45:00,48734.5,48775.55,48721.55,48752.2,0
2024-05-03 13:50:00,48750.95,48785.3,48710.8,48785.3,0
2024-05-03 13:55:00,48784.2,48817.2,48750.9,48759.75,0
2024-05-03 14:00:00,48760.35,48787.15,48742.75,48771.55,0
2024-05-03 14:05:00,48768.05,48831.8,48768.05,48793.25,0
2024-05-03 14:10:00,48791.8,48842.1,48770.65,48821.6,0
2024-05-03 14:15:00,48817.05,48869.5,48787.35,48787.5,0
2024-05-03 14:20:00,48790.25,48796.35,48740.65,48759.8,0
2024-05-03 14:25:00,48758.6,48808.45,48731.0,48794.0,0
2024-05-03 14:30:00,48794.4,48827.95,48765.0,48818.05,0
2024-05-03 14:35:00,48822.85,48863.7,48799.7,48838.05,0
2024-05-03 14:40:00,48841.65,48871.5,48785.05,48857.2,0
2024-05-03 14:45:00,48852.65,48861.95,48785.1,48813.1,0
2024-05-03 14:50:00,48819.65,48846.45,48797.65,48830.65,0
2024-05-03 14:55:00,48827.05,48949.55,48827.05,48925.0,0
2024-05-03 15:00:00,48925.05,48941.15,48854.35,48912.5,0
2024-05-03 15:05:00,48912.6,48920.8,48867.55,48885.1,0
2024-05-03 15:10:00,48890.1,48948.05,48887.2,48940.9,0
2024-05-03 15:15:00,48939.2,48997.25,48928.45,48944.6,0
2024-05-03 15:20:00,48945.15,48963.1,48906.25,48921.6,0
2024-05-03 15:25:00,48923.35,48938.2,48853.9,48877.85,0
2024-05-06 09:15:00,49174.55,49181.45,48943.5,48955.3,0
2024-05-06 09:20:00,48948.1,49061.65,48909.9,49057.35,0
2024-05-06 09:25:00,49053.3,49192.1,49052.95,49185.95,0
2024-05-06 09:30:00,49192.9,49252.65,49148.75,49173.3,0
2024-05-06 09:35:00,49174.95,49177.6,48984.35,48993.95,0
2024-05-06 09:40:00,48998.7,49105.65,48874.65,49098.55,0
2024-05-06 09:45:00,49090.7,49097.5,48976.25,49017.05,0
2024-05-06 09:50:00,49016.8,49118.7,49007.7,49101.3,0
2024-05-06 09:55:00,49099.45,49131.7,49045.85,49056.2,0
2024-05-06 10:00:00,49054.25,49116.9,49028.9,49102.5,0
2024-05-06 10:05:00,49104.9,49120.15,49060.45,49092.35,0
2024-05-06 10:10:00,49081.5,49121.55,49061.0,49103.8,0
2024-05-06 10:15:00,49107.5,49107.7,49026.05,49075.5,0
2024-05-06 10:20:00,49074.45,49131.2,49044.85,49117.35,0
2024-05-06 10:25:00,49114.5,49199.5,49097.35,49183.7,0
2024-05-06 10:30:00,49182.0,49193.8,49133.15,49174.45,0
2024-05-06 10:35:00,49177.5,49184.4,49120.9,49161.9,0
2024-05-06 10:40:00,49158.15,49188.35,49147.4,49164.0,0
2024-05-06 10:45:00,49161.75,49170.55,49129.1,49156.3,0
2024-05-06 10:50:00,49150.9,49165.85,49133.0,49156.65,0
2024-05-06 10:55:00,49157.1,49231.6,49148.8,49196.15,0
2024-05-06 11:00:00,49196.05,49210.0,49161.2,49179.6,0
2024-05-06 11:05:00,49177.85,49212.25,49148.65,49158.1,0
2024-05-06 11:10:00,49162.7,49164.1,49090.75,49094.8,0
2024-05-06 11:15:00,49094.45,49137.85,49090.35,49128.35,0
2024-05-06 11:20:00,49123.9,49140.95,49032.95,49050.1,0
2024-05-06 11:25:00,49046.95,49071.35,49018.2,49069.1,0
2024-05-06 11:30:00,49068.5,49069.75,49014.85,49036.85,0
2024-05-06 11:35:00,49031.9,49062.8,49022.15,49029.35,0
2024-05-06 11:40:00,49026.0,49058.15,49018.4,49042.3,0
2024-05-06 11:45:00,49041.1,49053.25,49015.4,49051.4,0
2024-05-06 11:50:00,49051.9,49076.0,49042.65,49062.3,0
2024-05-06 11:55:00,49060.65,49110.75,49042.25,49105.8,0
2024-05-06 12:00:00,49105.0,49107.25,49066.9,49095.15,0
2024-05-06 12:05:00,49096.75,49101.7,49061.5,49090.6,0
2024-05-06 12:10:00,49087.3,49102.1,49062.35,49080.8,0
2024-05-06 12:15:00,49079.5,49091.15,49045.65,49060.5,0
2024-05-06 12:20:00,49055.7,49062.55,49030.8,49044.4,0
2024-05-06 12:25:00,49045.65,49047.45,48945.0,48970.2,0
2024-05-06 12:30:00,48969.8,48993.0,48928.0,48967.7,0
2024-05-06 12:35:00,48966.8,48997.2,48944.7,48991.7,0
2024-05-06 12:40:00,48991.3,48996.75,48940.55,48967.8,0
2024-05-06 12:45:00,48966.1,48976.2,48891.45,48926.25,0
2024-05-06 12:50:00,48928.1,48929.8,48863.8,48916.3,0
2024-05-06 12:55:00,48916.2,48972.7,48903.6,48928.15,0
2024-05-06 13:00:00,48926.1,48951.45,48906.85,48948.35,0
2024-05-06 13:05:00,48948.95,48981.25,48919.25,48921.8,0
2024-05-06 13:10:00,48922.1,48942.45,48897.9,48900.3,0
2024-05-06 13:15:00,48900.55,48937.6,48891.7,48933.7,0
2024-05-06 13:20:00,48932.35,48934.75,48888.75,48906.45,0
2024-05-06 13:25:00,48905.3,48919.7,48840.9,48848.7,0
2024-05-06 13:30:00,48850.7,48882.15,48821.1,48872.45,0
2024-05-06 13:35:00,48872.75,48929.1,48862.9,48909.9,0
2024-05-06 13:40:00,48910.05,48955.6,48890.9,48945.85,0
2024-05-06 13:45:00,48946.9,48950.7,48913.85,48925.4,0
2024-05-06 13:50:00,48925.2,48943.85,48897.25,48908.75,0
2024-05-06 13:55:00,48917.3,48929.3,48884.05,48891.45,0
2024-05-06 14:00:00,48892.65,48924.8,48868.95,48922.55,0
2024-05-06 14:05:00,48923.2,48940.7,48854.6,48871.5,0
2024-05-06 14:10:00,48870.3,48896.7,48834.25,48841.35,0
2024-05-06 14:15:00,48835.3,48898.65,48829.35,48894.7,0
2024-05-06 14:20:00,48896.9,48945.75,48896.55,48912.8,0
2024-05-06 14:25:00,48913.0,48920.6,48865.9,48878.45,0
2024-05-06 14:30:00,48876.55,48889.65,48784.0,48811.25,0
2024-05-06 14:35:00,48811.5,48858.45,48795.35,48856.45,0
2024-05-06 14:40:00,48857.6,48891.8,48847.95,48888.55,0
2024-05-06 14:45:00,48889.4,49010.45,48870.6,48983.75,0
2024-05-06 14:50:00,48991.5,48994.2,48925.35,48938.35,0
2024-05-06 14:55:00,48938.4,48966.2,48895.75,48901.1,0
2024-05-06 15:00:00,48897.1,48917.1,48862.45,48900.65,0
2024-05-06 15:05:00,48901.85,48913.9,48876.4,48904.7,0
2024-05-06 15:10:00,48907.05,48926.7,48877.2,48898.0,0
2024-05-06 15:15:00,48897.35,48908.8,48874.25,48878.9,0
2024-05-06 15:20:00,48880.25,48908.2,48876.9,48895.15,0
2024-05-06 15:25:00,48897.3,48954.7,48880.0,48931.85,0
2024-05-07 09:15:00,48965.05,49023.5,48909.55,48913.85,0
2024-05-07 09:20:00,48917.7,48986.35,48875.35,48948.8,0
2024-05-07 09:25:00,48950.45,48983.9,48931.8,48975.95,0
2024-05-07 09:30:00,48970.85,48975.7,48804.45,48885.2,0
2024-05-07 09:35:00,48885.1,48885.1,48854.75,48864.8,0
2024-05-07 09:40:00,48865.55,48905.65,48840.25,48872.3,0
2024-05-07 09:45:00,48872.8,48911.2,48746.95,48761.3,0
2024-05-07 09:50:00,48760.35,48790.4,48692.0,48695.05,0
2024-05-07 09:55:00,48697.35,48720.95,48640.6,48650.6,0
2024-05-07 10:00:00,48647.2,48650.1,48522.55,48555.9,0
2024-05-07 10:05:00,48549.7,48607.75,48534.55,48594.65,0
2024-05-07 10:10:00,48600.55,48626.55,48546.15,48598.05,0
2024-05-07 10:15:00,48598.2,48609.6,48499.8,48540.95,0
2024-05-07 10:20:00,48539.1,48548.6,48487.7,48515.05,0
2024-05-07 10:25:00,48513.5,48516.95,48441.75,48508.1,0
2024-05-07 10:30:00,48505.35,48545.05,48411.55,48416.3,0
2024-05-07 10:35:00,48417.4,48446.05,48395.1,48437.55,0
2024-05-07 10:40:00,48437.55,48452.6,48399.9,48414.85,0
2024-05-07 10:45:00,48411.85,48427.4,48378.15,48400.5,0
2024-05-07 10:50:00,48400.1,48420.7,48360.75,48389.0,0
2024-05-07 10:55:00,48389.0,48465.0,48385.2,48447.8,0
2024-05-07 11:00:00,48447.6,48460.55,48409.35,48412.05,0
2024-05-07 11:05:00,48412.2,48451.9,48366.85,48425.2,0
2024-05-07 11:10:00,48427.1,48432.4,48373.6,48376.9,0
2024-05-07 11:15:00,48378.6,48379.45,48312.55,48350.4,0
2024-05-07 11:20:00,48352.15,48355.8,48313.55,48320.55,0
2024-05-07 11:25:00,48320.55,48332.6,48290.1,48322.15,0
2024-05-07 11:30:00,48321.95,48328.55,48285.4,48293.9,0
2024-05-07 11:35:00,48293.15,48306.8,48230.4,48254.65,0
2024-05-07 11:40:00,48252.15,48308.3,48252.15,48291.65,0
2024-05-07 11:45:00,48293.2,48334.55,48276.4,48297.7,0
2024-05-07 11:50:00,48300.1,48330.5,48287.8,48311.15,0
2024-05-07 11:55:00,48319.65,48345.1,48268.1,48272.95,0
2024-05-07 12:00:00,48270.4,48290.2,48238.3,48286.8,0
2024-05-07 12:05:00,48280.3,48290.25,48256.45,48259.35,0
2024-05-07 12:10:00,48262.55,48295.4,48251.95,48286.1,0
2024-05-07 12:15:00,48280.9,48326.9,48268.85,48308.8,0
2024-05-07 12:20:00,48314.8,48342.25,48289.7,48332.05,0
2024-05-07 12:25:00,48333.05,48338.05,48296.55,48302.55,0
2024-05-07 12:30:00,48302.9,48313.75,48276.1,48283.1,0
2024-05-07 12:35:00,48282.0,48287.95,48222.2,48257.85,0
2024-05-07 12:40:00,48256.5,48276.55,48241.7,48257.2,0
2024-05-07 12:45:00,48254.55,48295.8,48247.25,48289.05,0
2024-05-07 12:50:00,48287.05,48303.35,48254.3,48264.1,0
2024-05-07 12:55:00,48265.65,48312.7,48252.3,48304.5,0
2024-05-07 13:00:00,48304.7,48316.1,48286.2,48297.1,0
2024-05-07 13:05:00,48296.75,48313.05,48281.2,48312.05,0
2024-05-07 13:10:00,48313.5,48345.3,48297.05,48299.7,0
2024-05-07 13:15:00,48300.05,48319.35,48291.85,48311.0,0
2024-05-07 13:20:00,48313.15,48385.75,48306.85,48341.25,0
2024-05-07 13:25:00,48340.8,48369.55,48325.85,48358.0,0
2024-05-07 13:30:00,48355.7,48429.75,48324.1,48393.8,0
2024-05-07 13:35:00,48395.1,48457.45,48393.45,48438.9,0
2024-05-07 13:40:00,48438.0,48447.45,48416.85,48434.35,0
2024-05-07 13:45:00,48432.9,48444.6,48405.9,48423.5,0
2024-05-07 13:50:00,48424.1,48424.1,48368.35,48395.7,0
2024-05-07 13:55:00,48396.35,48421.0,48377.5,48384.9,0
2024-05-07 14:00:00,48384.5,48433.9,48375.2,48424.3,0
2024-05-07 14:05:00,48426.15,48427.6,48381.4,48414.5,0
2024-05-07 14:10:00,48413.75,48413.75,48367.4,48393.9,0
2024-05-07 14:15:00,48390.4,48397.0,48366.5,48383.65,0
2024-05-07 14:20:00,48384.55,48399.0,48317.0,48333.05,0
2024-05-07 14:25:00,48335.55,48336.7,48257.05,48262.95,0
2024-05-07 14:30:00,48264.35,48332.05,48260.75,48324.15,0
2024-05-07 14:35:00,48325.45,48368.15,48305.95,48367.75,0
2024-05-07 14:40:00,48369.75,48390.25,48346.55,48349.8,0
2024-05-07 14:45:00,48349.3,48363.45,48328.9,48344.7,0
2024-05-07 14:50:00,48353.35,48372.95,48332.2,48336.2,0
2024-05-07 14:55:00,48335.4,48358.5,48321.15,48331.05,0
2024-05-07 15:00:00,48331.1,48357.55,48296.85,48298.2,0
2024-05-07 15:05:00,48301.4,48312.6,48213.75,48255.5,0
2024-05-07 15:10:00,48251.35,48314.45,48251.35,48305.3,0
2024-05-07 15:15:00,48309.9,48352.0,48284.3,48303.35,0
2024-05-07 15:20:00,48313.0,48320.55,48260.4,48290.45,0
2024-05-07 15:25:00,48288.15,48299.2,48249.4,48275.6,0
2024-05-08 09:15:00,48124.2,48196.3,48083.2,48193.5,0
2024-05-08 09:20:00,48193.6,48223.05,48121.0,48121.0,0
2024-05-08 09:25:00,48121.85,48186.4,48038.45,48055.35,0
2024-05-08 09:30:00,48056.95,48181.0,48052.55,48152.0,0
2024-05-08 09:35:00,48157.75,48166.05,48090.15,48152.75,0
2024-05-08 09:40:00,48155.15,48181.0,48052.5,48179.5,0
2024-05-08 09:45:00,48180.5,48198.95,48103.5,48110.05,0
2024-05-08 09:50:00,48115.35,48139.15,48071.35,48075.05,0
2024-05-08 09:55:00,48074.85,48140.05,48064.95,48117.15,0
2024-05-08 10:00:00,48122.0,48136.05,48045.65,48055.1,0
2024-05-08 10:05:00,48058.4,48138.85,48051.6,48129.2,0
2024-05-08 10:10:00,48129.2,48134.9,48073.75,48100.6,0
2024-05-08 10:15:00,48108.0,48108.0,48055.8,48087.15,0
2024-05-08 10:20:00,48088.9,48094.15,47881.85,47934.3,0
2024-05-08 10:25:00,47934.3,47950.8,47867.8,47903.9,0
2024-05-08 10:30:00,47906.2,47924.85,47851.15,47908.35,0
2024-05-08 10:35:00,47904.95,47941.85,47893.0,47933.6,0
2024-05-08 10:40:00,47931.45,47963.2,47906.9,47919.95,0
2024-05-08 10:45:00,47918.7,47941.05,47904.8,47925.2,0
2024-05-08 10:50:00,47926.1,47938.6,47904.55,47931.55,0
2024-05-08 10:55:00,47928.25,48042.0,47925.35,47988.65,0
2024-05-08 11:00:00,47986.35,47991.35,47938.0,47952.65,0
2024-05-08 11:05:00,47956.45,48017.85,47939.7,47978.45,0
2024-05-08 11:10:00,47979.05,47997.5,47950.7,47951.35,0
2024-05-08 11:15:00,47951.9,48158.7,47948.25,48158.7,0
2024-05-08 11:20:00,48153.85,48171.15,48067.2,48073.3,0
2024-05-08 11:25:00,48074.1,48079.3,47944.65,47988.25,0
2024-05-08 11:30:00,47990.4,48031.9,47972.75,48014.2,0
2024-05-08 11:35:00,48016.1,48042.0,47993.95,48021.6,0
2024-05-08 11:40:00,48022.0,48032.4,47988.5,48017.95,0
2024-05-08 11:45:00,48020.4,48117.5,48007.45,48089.9,0
2024-05-08 11:50:00,48087.8,48109.7,48031.15,48043.6,0
2024-05-08 11:55:00,48043.6,48080.55,48039.75,48076.2,0
2024-05-08 12:00:00,48074.4,48082.2,48039.5,48061.25,0
2024-05-08 12:05:00,48056.8,48106.05,48055.45,48089.55,0
2024-05-08 12:10:00,48090.85,48115.75,48069.35,48084.15,0
2024-05-08 12:15:00,48085.75,48134.3,48067.35,48128.25,0
2024-05-08 12:20:00,48128.35,48144.6,48084.15,48091.65,0
2024-05-08 12:25:00,48093.15,48097.0,48038.9,48068.45,0
2024-05-08 12:30:00,48069.4,48104.4,48057.35,48061.8,0
2024-05-08 12:35:00,48066.85,48101.5,48055.4,48080.55,0
2024-05-08 12:40:00,48078.2,48107.95,48074.6,48081.4,0
2024-05-08 12:45:00,48078.15,48111.75,48075.45,48108.5,0
2024-05-08 12:50:00,48105.5,48162.85,48092.45,48131.45,0
2024-05-08 12:55:00,48134.95,48159.95,48108.4,48119.65,0
2024-05-08 13:00:00,48124.35,48143.8,48071.75,48087.75,0
2024-05-08 13:05:00,48088.95,48129.85,48088.9,48110.25,0
2024-05-08 13:10:00,48113.65,48121.65,48094.1,48106.45,0
2024-05-08 13:15:00,48103.65,48153.9,48102.9,48146.25,0
2024-05-08 13:20:00,48141.5,48173.3,48104.7,48159.95,0
2024-05-08 13:25:00,48161.8,48173.65,48135.85,48143.95,0
2024-05-08 13:30:00,48145.05,48166.05,48128.95,48141.5,0
2024-05-08 13:35:00,48142.45,48148.5,48003.45,48071.35,0
2024-05-08 13:40:00,48073.7,48118.2,48054.45,48067.05,0
2024-05-08 13:45:00,48066.45,48076.25,47984.85,48019.4,0
2024-05-08 13:50:00,48016.6,48046.8,47991.4,48027.6,0
2024-05-08 13:55:00,48028.0,48076.35,48004.5,48016.25,0
2024-05-08 14:00:00,48016.95,48063.25,48016.15,48044.9,0
2024-05-08 14:05:00,48043.1,48048.25,47998.35,48006.3,0
2024-05-08 14:10:00,48005.2,48042.55,47973.55,48020.5,0
2024-05-08 14:15:00,48020.0,48033.6,47979.05,47981.65,0
2024-05-08 14:20:00,47984.25,48016.65,47959.15,48012.65,0
2024-05-08 14:25:00,48012.0,48046.45,47995.0,48016.2,0
2024-05-08 14:30:00,48016.15,48038.65,48000.25,48021.15,0
2024-05-08 14:35:00,48022.35,48035.25,47986.95,47991.5,0
2024-05-08 14:40:00,47992.55,48056.7,47991.5,48047.5,0
2024-05-08 14:45:00,48050.75,48081.3,48008.1,48061.9,0
2024-05-08 14:50:00,48069.55,48090.45,48028.8,48042.0,0
2024-05-08 14:55:00,48044.2,48048.2,48012.7,48040.8,0
2024-05-08 15:00:00,48041.85,48054.0,47982.9,47998.1,0
2024-05-08 15:05:00,47997.35,48012.3,47967.9,47972.6,0
2024-05-08 15:10:00,47973.15,48037.85,47961.6,48017.9,0
2024-05-08 15:15:00,48016.7,48029.25,47992.45,48011.6,0
2024-05-08 15:20:00,48008.4,48088.05,48005.6,48084.95,0
2024-05-08 15:25:00,48076.65,48105.5,48057.85,48101.6,0
2024-05-09 09:15:00,47976.35,48258.65,47964.85,48219.25,0
2024-05-09 09:20:00,48214.65,48214.65,48143.75,48189.6,0
2024-05-09 09:25:00,48195.05,48195.05,48103.3,48103.3,0
2024-05-09 09:30:00,48108.45,48171.45,48105.75,48141.3,0
2024-05-09 09:35:00,48141.7,48166.05,48058.1,48102.65,0
2024-05-09 09:40:00,48104.9,48122.05,48078.85,48107.9,0
2024-05-09 09:45:00,48111.15,48126.75,48042.0,48067.15,0
2024-05-09 09:50:00,48065.8,48173.45,48059.3,48128.7,0
2024-05-09 09:55:00,48129.5,48145.3,48047.75,48048.55,0
2024-05-09 10:00:00,48049.25,48109.6,48049.25,48103.7,0
2024-05-09 10:05:00,48105.65,48146.4,48099.0,48109.05,0
2024-05-09 10:10:00,48109.0,48120.15,47986.65,47992.45,0
2024-05-09 10:15:00,47987.55,48024.55,47944.35,47974.0,0
2024-05-09 10:20:00,47975.3,47977.15,47864.7,47877.65,0
2024-05-09 10:25:00,47881.15,47893.95,47822.15,47842.45,0
2024-05-09 10:30:00,47842.7,47910.15,47834.05,47909.8,0
2024-05-09 10:35:00,47906.2,47920.6,47867.3,47883.5,0
2024-05-09 10:40:00,47882.65,47899.65,47833.8,47841.75,0
2024-05-09 10:45:00,47841.85,47864.15,47821.95,47837.9,0
2024-05-09 10:50:00,47842.3,47883.55,47839.15,47841.7,0
2024-05-09 10:55:00,47844.4,47907.35,47832.6,47887.85,0
2024-05-09 11:00:00,47886.3,47887.55,47837.1,47844.45,0
2024-05-09 11:05:00,47840.75,47848.45,47764.0,47813.35,0
